id,separation_type,cease_date,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,maternity_family,ill_health,gender,age,length_of_service,dataset
634704871846406000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,31-35,Less than 1 year,tafe
634704924682031000,Retirement,2012.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634707564443167000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,46-50,Less than 1 year,tafe
634713425884844000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,1-2,tafe
634715994894531000,Retrenchment/ Redundancy,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,31-35,Less than 1 year,tafe
634716874887187000,Contract Expired,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,46-50,1-2,tafe
634722082133437000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Male,21-25,1-2,tafe
634722949292074000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Male,41-45,1-2,tafe
634722992951406000,Resignation,2012.0,Permanent Full-time,False,True,False,True,False,False,Female,31-35,1-2,tafe
634729130865938000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,21-25,7-10,tafe
634731736579172000,Retirement,2012.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634733451073235000,Contract Expired,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,31-35,Less than 1 year,tafe
634734330047525000,Transfer,2012.0,Temporary Full-time,True,False,False,False,False,False,Female,36-40,Less than 1 year,tafe
634735049954641000,Contract Expired,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,46-50,3-4,tafe
634735216223306000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,51-55,Less than 1 year,tafe
634741096406900000,Contract Expired,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,46-50,1-2,tafe
634741133763931000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,41-45,1-2,tafe
634741152023860000,Transfer,2012.0,Permanent Full-time,True,False,False,False,False,False,Female,41-45,7-10,tafe
634743600339485000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634744466673931000,Termination,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,21-25,3-4,tafe
634744567729869000,Termination,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634745331056829000,Termination,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,31-35,3-4,tafe
634747238918391000,Transfer,2012.0,Permanent Full-time,True,False,False,False,False,False,Female,51-55,More than 20 years,tafe
634747251670266000,Contract Expired,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,26-30,Less than 1 year,tafe
634750612273150000,Resignation,2012.0,Temporary Full-time,True,False,False,False,False,False,Female,46-50,Less than 1 year,tafe
634753321028079000,Retirement,2012.0,Permanent Full-time,False,False,False,True,False,False,Male,56 or older,More than 20 years,tafe
634753384952766000,Resignation,2012.0,Temporary Full-time,True,False,False,False,False,False,Female,51-55,Less than 1 year,tafe
634757720169172000,Termination,2012.0,Temporary Part-time,True,True,True,True,True,True,Male,46-50,1-2,tafe
634758293915110000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,36-40,Less than 1 year,tafe
634758331076119000,Termination,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,31-35,Less than 1 year,tafe
634759279560735000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,41-45,1-2,tafe
634760046003775000,Resignation,2012.0,Permanent Full-time,False,False,False,True,False,False,Female,36-40,5-6,tafe
634761898333619000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,26-30,Less than 1 year,tafe
634761902772212000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Male,56 or older,11-20,tafe
634761907884088000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,41-45,1-2,tafe
634761952688281000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Male,41-45,1-2,tafe
634761961458594000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634761977288594000,Contract Expired,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,46-50,Less than 1 year,tafe
634762562611094000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Male,56 or older,1-2,tafe
634762639225000000,Termination,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,41-45,5-6,tafe
634762651950963000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,56 or older,Less than 1 year,tafe
634762652611406000,Termination,2012.0,Contract/casual,True,True,True,True,True,True,Female,56 or older,Less than 1 year,tafe
634762679684244000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,11-20,tafe
634762760512656000,Contract Expired,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,46-50,3-4,tafe
634763621955806000,Contract Expired,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,31-35,1-2,tafe
634763694072500000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,56 or older,1-2,tafe
634763735587969000,Resignation,2012.0,Contract/casual,False,True,False,False,False,False,Female,31-35,Less than 1 year,tafe
634764550248750000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,41-45,1-2,tafe
634764565809556000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,26-30,Less than 1 year,tafe
634765328565337000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,21-25,Less than 1 year,tafe
634765334307187000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634765399956275000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Male,46-50,3-4,tafe
634765421370181000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,56 or older,7-10,tafe
634768690087369000,Retirement,2012.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634774030826094000,Resignation,2012.0,Temporary Part-time,False,True,False,False,False,False,Female,46-50,Less than 1 year,tafe
634774048206094000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,31-35,Less than 1 year,tafe
634774723180937000,Resignation,2012.0,Permanent Full-time,False,True,False,False,False,False,Male,46-50,11-20,tafe
634775905600156000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Male,36-40,Less than 1 year,tafe
634776478226875000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Male,21-25,1-2,tafe
634779998192656000,Resignation,2012.0,Temporary Full-time,False,False,False,True,False,False,Female,36-40,1-2,tafe
634781625247656000,Resignation,2012.0,Temporary Full-time,True,False,False,False,False,False,Female,21-25,Less than 1 year,tafe
634781649658281000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,31-35,Less than 1 year,tafe
634781660507187000,Retirement,2012.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634781843688125000,Resignation,2012.0,Permanent Part-time,False,False,False,False,False,True,Female,51-55,5-6,tafe
634786164810312000,Retrenchment/ Redundancy,2012.0,Contract/casual,True,True,True,True,True,True,Female,51-55,1-2,tafe
634786182825625000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,False,Female,21-25,1-2,tafe
634786910427969000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Female,41-45,11-20,tafe
634787730041250000,Transfer,2012.0,Temporary Full-time,True,False,False,False,False,False,Female,26-30,Less than 1 year,tafe
634788542900625000,Resignation,2012.0,Temporary Full-time,False,False,False,False,True,False,Male,31-35,1-2,tafe
634789421680312000,Resignation,2012.0,Permanent Full-time,False,True,False,False,False,False,Female,41-45,5-6,tafe
634792964190156000,Transfer,2012.0,Permanent Full-time,True,False,False,False,False,False,Female,51-55,More than 20 years,tafe
634793871139219000,Resignation,2012.0,Contract/casual,False,False,False,False,False,False,Female,21-25,3-4,tafe
634794639635781000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Female,21-25,Less than 1 year,tafe
634794857718438000,Resignation,2012.0,Permanent Part-time,False,False,False,False,False,False,Male,56 or older,1-2,tafe
634799770843437000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,True,Female,46-50,1-2,tafe
634800762016250000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Male,26-30,3-4,tafe
634806706577344000,Retirement,2012.0,Permanent Full-time,False,False,False,True,False,False,Male,56 or older,More than 20 years,tafe
634807637421719000,Resignation,2012.0,Permanent Full-time,False,False,True,True,False,False,Female,46-50,7-10,tafe
634810344600000000,Retirement,2012.0,Permanent Full-time,False,False,False,False,False,True,Female,56 or older,11-20,tafe
634811063824844000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Male,41-45,Less than 1 year,tafe
634811069432813000,Transfer,2012.0,Temporary Full-time,False,False,False,False,False,False,Male,26-30,3-4,tafe
634812805553281000,Resignation,2012.0,Permanent Full-time,False,False,False,True,False,False,Female,21-25,1-2,tafe
634813581041094000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Female,26-30,1-2,tafe
634816502884375000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Male,36-40,1-2,tafe
634817208663750000,Resignation,2012.0,Temporary Full-time,False,True,False,True,False,False,Female,21-25,1-2,tafe
634819687984062000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,More than 20 years,tafe
634819735079219000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,26-30,Less than 1 year,tafe
634823973840625000,Resignation,2012.0,Contract/casual,False,True,False,False,False,False,Male,21-25,1-2,tafe
634825003759375000,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,31-35,3-4,tafe
634825079177500000,Resignation,2012.0,Temporary Full-time,False,False,False,True,False,True,Female,20 or younger,3-4,tafe
634825691015156000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Male,51-55,1-2,tafe
634831756059375000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Male,56 or older,3-4,tafe
634834298665156000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634837810948906000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,11-20,tafe
634837957418750000,Resignation,2012.0,Permanent Full-time,False,True,False,True,False,False,Female,26-30,3-4,tafe
634837984851406000,Resignation,2012.0,Temporary Part-time,False,False,False,False,False,False,Female,56 or older,3-4,tafe
634837985192031000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,31-35,11-20,tafe
634841254135625000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,21-25,1-2,tafe
634843849052500000,Resignation,2012.0,Temporary Part-time,False,False,False,False,False,False,Female,36-40,11-20,tafe
634843856027656000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,56 or older,Less than 1 year,tafe
634847509224219000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634849101152813000,Resignation,2012.0,Temporary Part-time,False,True,False,False,False,False,Female,41-45,1-2,tafe
634849850334844000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,5-6,tafe
634852503880156000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634852685801719000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Male,21-25,1-2,tafe
634854303307656000,Retirement,2012.0,Contract/casual,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634854316269063000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Male,46-50,Less than 1 year,tafe
634854399572500000,Resignation,2012.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,5-6,tafe
634858682290312000,Retirement,2012.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634860279552344000,Resignation,2012.0,Permanent Full-time,False,False,False,False,True,False,Male,51-55,7-10,tafe
634860371426719000,Retrenchment/ Redundancy,2010.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634862107110312000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,41-45,5-6,tafe
634865520912813000,Retrenchment/ Redundancy,2012.0,Permanent Part-time,True,True,True,True,True,True,Female,56 or older,More than 20 years,tafe
634866378202813000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634866546778594000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,True,Male,36-40,7-10,tafe
634867257481719000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Female,31-35,Less than 1 year,tafe
634871701250312000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634873325422656000,Resignation,2012.0,Permanent Full-time,False,True,False,False,False,False,Female,36-40,7-10,tafe
634874537800469000,Resignation,2012.0,Temporary Full-time,False,False,True,False,False,False,Female,36-40,Less than 1 year,tafe
634878466942188000,Resignation,2012.0,Temporary Part-time,False,False,False,False,False,False,Female,26-30,1-2,tafe
634880266652344000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Female,31-35,Less than 1 year,tafe
634883154717187000,Termination,2012.0,Contract/casual,True,True,True,True,True,True,Female,20 or younger,7-10,tafe
634883666203906000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,51-55,7-10,tafe
634883717968750000,Retrenchment/ Redundancy,2012.0,Permanent Part-time,True,True,True,True,True,True,Male,20 or younger,11-20,tafe
634883750980156000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,41-45,Less than 1 year,tafe
634884416485938000,Resignation,2012.0,Permanent Full-time,False,False,False,True,False,False,Female,46-50,5-6,tafe
634885367273906000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634886158346250000,Resignation,2012.0,Temporary Full-time,False,False,False,True,False,False,Male,31-35,3-4,tafe
634888802240000000,Resignation,2012.0,Temporary Full-time,True,False,False,True,False,False,Female,56 or older,3-4,tafe
634889766912500000,Transfer,2013.0,Permanent Full-time,False,True,False,False,False,False,Male,46-50,11-20,tafe
634889851025469000,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Male,36-40,7-10,tafe
634890472281094000,Resignation,2012.0,Permanent Full-time,False,True,False,False,False,False,Male,46-50,7-10,tafe
634890551848750000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Male,41-45,1-2,tafe
634891433962031000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634892336760312000,Resignation,2012.0,Temporary Full-time,False,True,False,True,False,False,Female,21-25,3-4,tafe
634892361974219000,Resignation,2012.0,Temporary Part-time,False,False,False,False,False,False,Female,31-35,1-2,tafe
634892367870937000,Retrenchment/ Redundancy,2012.0,Permanent Part-time,True,True,True,True,True,True,Female,56 or older,More than 20 years,tafe
634896725094062000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,11-20,tafe
634896807785938000,Retrenchment/ Redundancy,2012.0,Permanent Part-time,True,True,True,True,True,True,Male,51-55,11-20,tafe
634897430468750000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,More than 20 years,tafe
634897699783281000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,56 or older,1-2,tafe
634902770430459000,Resignation,2013.0,Temporary Full-time,False,True,False,False,False,False,Male,41-45,1-2,tafe
634903651349219000,Resignation,2012.0,Permanent Part-time,False,False,False,False,False,False,Male,51-55,3-4,tafe
634907090363594000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634907124987812000,Resignation,2012.0,Permanent Full-time,False,True,False,True,False,False,Female,51-55,7-10,tafe
634907791983427000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,11-20,tafe
634907915528428000,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634907979681875000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,46-50,11-20,tafe
634908638162969000,Resignation,2012.0,Contract/casual,False,True,True,False,False,False,Female,21-25,3-4,tafe
634908664012656000,Retirement,2013.0,Permanent Part-time,False,False,False,True,False,False,Female,56 or older,More than 20 years,tafe
634908792602334000,Transfer,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,36-40,7-10,tafe
634908806102646000,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Male,56 or older,11-20,tafe
634908831659365000,Resignation,2012.0,Temporary Part-time,False,False,False,False,False,False,Female,46-50,1-2,tafe
634909520443750000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634910338362021000,Retrenchment/ Redundancy,2012.0,Permanent Part-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634910521751084000,Retrenchment/ Redundancy,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,31-35,3-4,tafe
634914735879219000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634932864696524000,Resignation,2012.0,Permanent Full-time,False,True,False,False,False,False,Male,36-40,5-6,tafe
634933010519531000,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,46-50,7-10,tafe
634937260824531000,Contract Expired,2012.0,Permanent Part-time,True,True,True,True,True,True,Female,51-55,Less than 1 year,tafe
634938047980781000,Resignation,2013.0,Contract/casual,False,False,False,False,False,True,Female,41-45,3-4,tafe
634938094787656000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,False,Male,41-45,5-6,tafe
634940601409024000,Resignation,2013.0,Permanent Full-time,False,True,False,False,False,False,Female,56 or older,5-6,tafe
634940842995156000,Retrenchment/ Redundancy,2013.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634944345534531000,Retrenchment/ Redundancy,2013.0,Permanent Part-time,True,True,True,True,True,True,Male,56 or older,7-10,tafe
634945048175625000,Resignation,2013.0,Permanent Part-time,False,False,False,False,True,False,Female,41-45,3-4,tafe
634945136067187000,Resignation,2013.0,Temporary Full-time,True,False,False,False,False,False,Female,36-40,5-6,tafe
634951129892031000,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Male,31-35,3-4,tafe
634951997495625000,Resignation,2013.0,Temporary Full-time,False,True,False,False,False,False,Female,46-50,5-6,tafe
634958140455899000,Resignation,2013.0,Temporary Full-time,False,True,False,False,False,False,Male,46-50,3-4,tafe
634964112426563000,Resignation,2013.0,Temporary Full-time,False,True,False,False,False,False,Female,21-25,3-4,tafe
634969167674375000,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,True,Female,56 or older,11-20,tafe
634970182194493000,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Male,51-55,1-2,tafe
634973559823868000,Retrenchment/ Redundancy,2013.0,Permanent Full-time,True,True,True,True,True,True,Male,51-55,More than 20 years,tafe
634975184457305000,Resignation,2013.0,Contract/casual,False,False,False,False,False,False,Female,26-30,Less than 1 year,tafe
634975203429336000,Resignation,2013.0,Temporary Full-time,False,True,False,False,False,False,Male,20 or younger,Less than 1 year,tafe
634975260386719000,Retrenchment/ Redundancy,2013.0,Permanent Full-time,True,True,True,True,True,True,Male,51-55,More than 20 years,tafe
634976314836250000,Resignation,2012.0,Permanent Full-time,False,True,False,True,False,False,Male,46-50,7-10,tafe
634977079348281000,Resignation,2013.0,Temporary Full-time,True,False,False,False,False,False,Female,46-50,5-6,tafe
634977844954805000,Contract Expired,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,21-25,Less than 1 year,tafe
634982066598317000,Resignation,2013.0,Permanent Full-time,False,True,False,False,False,False,Male,51-55,7-10,tafe
634982246838125000,Retirement,2013.0,Permanent Part-time,False,False,False,False,True,False,Female,56 or older,5-6,tafe
634985719186563000,Resignation,2013.0,Temporary Full-time,False,False,False,False,False,False,Male,51-55,3-4,tafe
634988299157536000,Contract Expired,2013.0,Temporary Part-time,True,True,True,True,True,True,Female,46-50,1-2,tafe
634991666421130000,Resignation,2013.0,Temporary Full-time,False,True,True,True,False,False,Male,36-40,1-2,tafe
634992694358630000,Resignation,2013.0,Temporary Part-time,False,True,False,False,False,False,Female,26-30,Less than 1 year,tafe
634992856383005000,Termination,2013.0,Contract/casual,True,True,True,True,True,True,Female,56 or older,5-6,tafe
634995296716719000,Resignation,2013.0,Temporary Full-time,False,False,True,False,False,False,Female,51-55,Less than 1 year,tafe
634998528620661000,Resignation,2013.0,Temporary Part-time,False,True,False,False,False,False,Female,46-50,1-2,tafe
634999429878281000,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,41-45,3-4,tafe
635000251520036000,Resignation,2013.0,Permanent Full-time,False,True,False,True,False,False,Female,46-50,5-6,tafe
635000261847849000,Retrenchment/ Redundancy,2013.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
635000328156094000,Contract Expired,2013.0,Temporary Full-time,True,True,True,True,True,True,Female,21-25,1-2,tafe
635004545579724000,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
635005552776094000,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
635010751412813000,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,True,Male,56 or older,More than 20 years,tafe
635010822773594000,Resignation,2013.0,Temporary Full-time,False,False,False,False,False,False,Female,26-30,3-4,tafe
635012661372849000,Resignation,2013.0,Temporary Full-time,False,False,False,True,False,False,Female,46-50,Less than 1 year,tafe
635016601672188000,Retrenchment/ Redundancy,2013.0,Temporary Full-time,True,True,True,True,True,True,Male,41-45,1-2,tafe
635017016857500000,Retrenchment/ Redundancy,2013.0,Temporary Part-time,True,True,True,True,True,True,Female,51-55,Less than 1 year,tafe
635017508419688000,Resignation,2013.0,Temporary Full-time,False,False,True,True,False,False,Male,51-55,Less than 1 year,tafe
635019417764844000,Resignation,2013.0,Contract/casual,True,False,False,False,False,False,Female,41-45,1-2,tafe
635021852425625000,Resignation,2013.0,Temporary Full-time,False,False,False,False,False,False,Female,36-40,Less than 1 year,tafe
635025280694687000,Resignation,2013.0,Permanent Full-time,False,True,False,False,False,False,Male,51-55,3-4,tafe
635027942448125000,Resignation,2013.0,Temporary Part-time,False,False,False,False,False,True,Female,56 or older,1-2,tafe
635030575197812000,Retrenchment/ Redundancy,2013.0,Permanent Full-time,True,True,True,True,True,True,Male,41-45,5-6,tafe
635031425678438000,Resignation,2013.0,Temporary Full-time,False,False,False,False,False,False,Female,26-30,Less than 1 year,tafe
635035655232813000,Resignation,2013.0,Permanent Part-time,True,False,False,False,False,False,Female,26-30,Less than 1 year,tafe
635037423338906000,Resignation,2013.0,Temporary Full-time,False,False,False,False,False,False,Female,41-45,Less than 1 year,tafe
635037453598125000,Resignation,2013.0,Contract/casual,True,False,False,False,False,False,Male,41-45,3-4,tafe
635040151398125000,Resignation,2013.0,Temporary Full-time,False,False,False,True,False,False,Female,26-30,1-2,tafe
635042565856250000,Resignation,2013.0,Temporary Full-time,True,False,False,False,False,False,Female,41-45,5-6,tafe
635042809083906000,Termination,2013.0,Temporary Full-time,True,True,True,True,True,True,Female,36-40,3-4,tafe
635047878104375000,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,46-50,5-6,tafe
635047983761250000,Resignation,2013.0,Permanent Full-time,False,False,False,True,False,True,Male,41-45,Less than 1 year,tafe
635049585605000000,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,True,Female,56 or older,3-4,tafe
635059949710781000,Resignation,2013.0,Temporary Full-time,False,True,False,False,False,False,Female,26-30,1-2,tafe
635065277683125000,Contract Expired,2013.0,Temporary Part-time,True,True,True,True,True,True,Female,56 or older,Less than 1 year,tafe
635065973820625000,Resignation,2013.0,Temporary Full-time,False,True,False,False,False,False,Male,21-25,5-6,tafe
635066785175197000,Resignation,2013.0,Temporary Full-time,True,False,False,False,False,False,Male,51-55,1-2,tafe
635070442972541000,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,5-6,tafe
635071153170979000,Contract Expired,2013.0,Temporary Full-time,True,True,True,True,True,True,Female,41-45,1-2,tafe
635073030973791000,Resignation,2013.0,Contract/casual,False,False,False,False,False,False,Female,26-30,3-4,tafe
